"doc_id","text"
"1396394646012526592","Peringatan dini cuaca wilayah Nusa Tenggara Barat [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/pfZ2bXWtqn"
"1396390944019161088","Peringatan dini cuaca wilayah Kepulauan Bangka Belitung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/JMQVjqT3mR"
"1396389980876902402","Peringatan dini cuaca wilayah Jawa Timur [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/l5SvmlYOIM"
"1396382482384130050","Update prakiraan cuaca untuk esok hari, Senin, 24 Mei 2021

Informasi selengkapnya di https://t.co/rVmoPf0hmJ atau unduh aplikasi Info BMKG di Playstore dan Appstore.

#infoBMKG<U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B> #markicuvideo<U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B><U+200B> #23mei2021pws https://t.co/qDfyYamxel"
"1396382154209124358","https://t.co/qqnJLFCLFV"
"1396382058293850115","Halo Sobat BMKG

Mari cek potensi curah hujan di wilayah Jabodetabek tanggal 24 - 29 Mei 2021.

Tetap waspada selalu Sobat
#infobmkgpws
#markicugrafis #23mei2021pws https://t.co/pA0NFfpNJp"
"1396381592470245378","https://t.co/8WeIe4ahGh"
"1396381508802289668","Halo Sobat BMKG

Mari cek potensi curah hujan di wilayah Indonesia tanggal 24 - 29 Mei 2021.

Tetap waspada selalu Sobat
#infobmkgpws
#markicugrafis #23mei2021pws https://t.co/oUM0VWSbTc"
"1396381377025613826","https://t.co/FxIBC1z8bq"
"1396381215259693056","Halo Sobat BMKG

Mari kita berjemur!
Yuk kita lihat Prakiraan Cuaca Esok Hari dari pukul 07.00 sd 10.00 WIB

Atau unduh aplikasi InfoBMKG melalui Appstore dan Playstore

#infobmkgpws #markicugrafis #23mei2021pws https://t.co/B0YBvozshv"
"1396381008635723777","Halo Sobat BMKG

Berikut disampaikan Peringatan Dini Cuaca 23 - 25 Mei 2021

#infobmkgpws #markicugrafis #23mei2021pws https://t.co/cCYaSD1CkH"
"1396380860174114817","https://t.co/qpndmhdDUe"
